Account name,Customer ID,Month,Currency code,Clicks,Impr.,CTR,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Search impr. share,Search lost IS (budget)
TNLiving.homes,191-601-7209,Feb-24,USD,275,"4,480",6.14%,1.02,280.51,29,9.67,10.55%,< 10%,12.77%
TonyaHarbinTeam.com / TonyaHarbin.com,214-748-0213,Feb-24,USD,757,"24,140",3.14%,1.23,931.61,55,16.94,7.27%,25.09%,9.96%
TonyaPeek.com,498-480-6752,Feb-24,USD,"1,379","9,593",14.38%,1.44,1985.38,128,15.51,9.28%,< 10%,17.74%
TorontoHomeLocators.com,155-648-9899,Feb-24,CAD,"2,239","26,799",8.35%,0.86,1927.6,199,9.69,8.89%,< 10%,9.72%
TorontoPropertyHunters.com,654-836-4666,Feb-24,USD,"8,888","83,391",10.66%,0.84,7481.24,907,8.25,10.20%,14.61%,7.83%
TotalVegasRealEstate.com,828-591-9101,Feb-24,USD,626,"2,818",22.21%,1.2,749.49,47,15.95,7.51%,< 10%,10.01%
TourHomes.com / TheCAHomeFinder.com (2),292-233-9833,Feb-24,USD,231,"2,554",9.04%,1.55,358.57,23,15.59,9.96%,13.33%,17.31%
TroyRobertsRealEstate.com / TRRETEAM.com,714-974-1084,Feb-24,CAD,683,"4,344",15.72%,1.02,699.93,63.5,11.02,9.30%,12.73%,7.77%
TrueSouthCoastalHomes.com,100-109-5497,Feb-24,USD,757,"4,881",15.51%,1.19,899.59,72,12.49,9.51%,< 10%,12.98%
TucsonArizRealEstate.com,563-662-5942,Feb-24,USD,481,"6,081",7.91%,1.04,497.98,54,9.22,11.23%,< 10%,11.57%
TurnerRen.com,813-829-1454,Feb-24,USD,335,"3,530",9.49%,2.08,697.28,20,34.86,5.97%,< 10%,12.32%
TylerHouseHunters.com,697-497-6572,Feb-24,USD,"4,854","128,785",3.77%,1.01,4901.91,417.01,11.75,8.51%,27.78%,6.76%
UpstateNyHomeSearch.com / LiveConnecticut.com,120-387-5276,Feb-24,USD,"1,945","37,664",5.16%,1.02,1984.96,190,10.45,9.77%,11.95%,4.63%
VacationHomesForSaleColorado.com,433-618-9295,Feb-24,USD,280,"1,860",15.05%,2.22,622.15,27,23.04,9.64%,19.51%,10.72%
ValIves.com,321-590-7880,Feb-24,USD,413,"3,822",10.81%,0.84,348.26,22,15.83,5.33%,< 10%,10.91%
ValleyMarketHomes.com,783-042-9780,Feb-24,USD,288,"2,189",13.16%,1.38,396.47,32,12.39,11.11%,19.22%,15.75%
VancouverCityHomeSource.com,958-962-1007,Feb-24,USD,412,"4,384",9.40%,0.39,159.36,33,4.83,8.01%,< 10%,6.54%
VancouverHomeFinder.info,590-292-3158,Feb-24,USD,281,"1,897",14.81%,0.88,248.19,34,7.3,12.10%,13.82%,12.05%
VancouverIsland.realestate,202-985-0256,Feb-24,USD,362,"2,834",12.77%,0.89,323.9,35,9.25,9.67%,18.03%,18.48%
VannoyHomes.com,502-241-7162,Feb-24,USD,188,"1,541",12.20%,1.42,267.15,12,22.26,6.38%,< 10%,11.01%
VegasHomeNetwork.com,145-687-3701,Feb-24,USD,534,"2,874",18.58%,0.94,500.02,58,8.62,10.86%,< 10%,10.92%
VegasParadiseHomes.com,604-025-0219,Feb-24,USD,539,"2,919",18.47%,0.92,496.83,57,8.72,10.58%,< 10%,6.10%
VentureHomeGroup.com,137-125-0844,Feb-24,USD,207,"1,557",13.29%,1.46,302.71,21,14.41,10.14%,< 10%,13.87%
ViewBrantfordHomes.com,486-741-9756,Feb-24,USD,849,"7,165",11.85%,0.89,751.55,54,13.92,6.36%,29.26%,16.11%
ViewBrevardHomes.com,268-132-1572,Feb-24,USD,"1,586","10,604",14.96%,0.95,1499.92,123,12.19,7.76%,16.13%,11.45%
ViewCDAHomes.com,950-391-9013,Feb-24,USD,814,"5,269",15.45%,1.21,986.24,86,11.47,10.57%,11.10%,12.85%
ViewJaxHomes.com,889-309-9390,Feb-24,USD,"1,041","8,839",11.78%,1.08,1123.79,108,10.41,10.37%,10.70%,14.45%
ViewNorCalHomes.com,139-182-3013,Feb-24,USD,453,"4,688",9.66%,1.1,498.77,29,17.2,6.40%,< 10%,8.54%
ViewPanhandleProperties.com,595-099-7443,Feb-24,USD,580,"3,796",15.28%,0.86,499.74,49,10.2,8.45%,< 10%,8.78%
ViewSLOHomes.com,503-184-1182,Feb-24,USD,124,"2,219",5.59%,0.8,99.76,16,6.24,12.90%,< 10%,16.04%
ViewTennesseeHomes.com,246-354-0782,Feb-24,USD,318,"2,157",14.74%,2.04,647.21,44,14.71,13.84%,< 10%,8.02%
ViewVenturaCountyHouses.com,966-539-1525,Feb-24,USD,661,"5,939",11.13%,0.76,499.85,39,12.82,5.90%,< 10%,5.05%
VillaGroupMaui.com,289-744-5131,Feb-24,USD,527,"2,940",17.93%,1.82,956.6,57,16.78,10.82%,31.33%,12.32%
VintageOaksRealty.com,100-833-8339,Feb-24,USD,312,"2,605",11.98%,1.6,499.84,37,13.51,11.86%,13.68%,13.62%
VIPHomeFinder.com,979-335-2309,Feb-24,USD,766,"7,312",10.48%,1.04,797.95,81,9.85,10.57%,< 10%,3.62%
VIPHomes.vegas,804-219-0282,Feb-24,USD,"1,644","9,078",18.11%,1.22,1999.31,196,10.2,11.92%,< 10%,9.06%
VismarRE.com,563-065-4835,Feb-24,USD,865,"6,921",12.50%,0.92,794.03,85,9.34,9.83%,< 10%,10.84%
WalkerResidentialProperty.com,196-452-6749,Feb-24,USD,195,"2,130",9.15%,1.53,299.23,14,21.37,7.18%,< 10%,14.20%
WardRealtyServices.com,120-363-9974,Feb-24,USD,582,"7,167",8.12%,0.86,499.16,45,11.09,7.73%,< 10%,10.71%
WeKnowRhodeIsland.com,893-141-2619,Feb-24,USD,962,"9,766",9.85%,1.04,997.19,83,12.01,8.63%,< 10%,8.61%
WeSellCalgaryHomes.com / WasimElafech.com,539-706-5662,Feb-24,CAD,637,"7,871",8.09%,0.78,496.91,43,11.56,6.75%,< 10%,12.61%
WesternPrinceWilliamLiving.com,403-096-1576,Feb-24,USD,216,"1,360",15.88%,1.15,248.9,16,15.56,7.41%,< 10%,9.61%
WestOcRealEstate.com,355-131-7764,Feb-24,USD,423,"2,160",19.58%,1.06,448.29,52,8.62,12.29%,< 10%,13.67%
WestPremierHomeGroup.com/ DivineHomeTeam.com,328-592-2950,Feb-24,USD,449,"3,655",12.28%,0.67,299.96,41,7.32,9.13%,< 10%,10.26%
WilcoxRealEstateWA.com,260-179-2772,Feb-24,USD,393,"2,420",16.24%,1.27,498.86,24,20.79,6.11%,< 10%,8.94%
Wilmington-Real-Estate.com,417-201-0900,Feb-24,USD,355,"4,664",7.61%,1.11,394.28,48,8.21,13.52%,< 10%,14.70%
WineAndWaterCountryHomes.com / OkanaganHomeSearch.ca,778-512-0582,Feb-24,USD,883,"6,048",14.60%,0.44,387.87,74,5.24,8.38%,23.06%,12.56%
WingmanRe.com / WingmanRealty.com,294-091-9196,Feb-24,USD,334,"10,498",3.18%,2.09,699.26,20,34.96,5.99%,< 10%,17.09%
WiserHomeSearch.com,352-201-6227,Feb-24,USD,"1,369","9,806",13.96%,1.83,2499.75,133,18.8,9.72%,11.87%,5.35%
WolfeTeamRE.com,643-346-3682,Feb-24,USD,498,"2,198",22.66%,2.01,1002.46,35,28.64,7.03%,18.82%,11.08%
WolginRealEstate.com,179-521-6158,Feb-24,USD,368,"2,156",17.07%,1.49,549.93,25,22,6.79%,< 10%,10.70%
WoodRealEstateGroup.com,704-762-6245,Feb-24,USD,249,"5,925",4.20%,0.92,228.39,21,10.88,8.43%,10.29%,30.30%
WynneRealEstateGroup.com,235-324-1991,Feb-24,USD,546,"3,095",17.64%,1.28,699.02,72,9.71,13.19%,< 10%,8.11%
YBStressed.com,918-268-2400,Feb-24,USD,545,"4,624",11.79%,0.91,493.5,54,9.14,9.91%,16.22%,13.02%
YEGPropertyPros.com,169-389-0899,Feb-24,USD,"3,275","33,017",9.92%,0.46,1499.75,435,3.45,13.28%,< 10%,11.38%
YEGPropertySearch.com / BuyDesignEdmonton.ca,868-993-4645,Feb-24,USD,590,"5,679",10.39%,0.51,299.09,62,4.82,10.51%,< 10%,12.12%
Yellowknife-RealEstate.com,690-912-8370,Feb-24,CAD,218,"1,624",13.42%,0.68,147.87,22,6.72,10.09%,20.28%,19.35%
YorkCountyHomesFinder.com,229-076-4899,Feb-24,USD,"1,231","12,124",10.15%,0.81,996.35,131,7.61,10.64%,11.25%,7.02%
YourEdmontonRealEstate.ca,627-733-7109,Feb-24,CAD,920,"13,415",6.86%,1.08,997.69,118,8.46,12.83%,< 10%,15.58%
YourElkoRealtor.com,660-970-8274,Feb-24,USD,634,"10,894",5.82%,1.53,972.29,56,17.36,8.83%,27.15%,9.41%
YourHomeRadar.com,349-475-7893,Feb-24,USD,741,"10,085",7.35%,1.01,747.13,65,11.49,8.77%,11.11%,6.06%
YourKeysMD.com,645-482-8978,Feb-24,USD,551,"7,071",7.79%,1.23,675.47,71,9.51,12.89%,20.73%,13.50%
YourServiceRealty.com / YourJaxAgent.com,373-077-6688,Feb-24,USD,941,"10,861",8.66%,1.59,1500.41,68,22.06,7.23%,< 10%,6.80%
YourTexasHomeSolution.com,867-635-2499,Feb-24,USD,617,"7,110",8.68%,1.11,682.76,50,13.66,8.10%,< 10%,12.29%
ZokoeTeam.com,304-347-1599,Feb-24,USD,292,"3,313",8.81%,1.28,372.53,24,15.52,8.22%,< 10%,16.10%
ZoomUTAH.com / UtahRize.com,734-682-3258,Feb-24,USD,447,"2,599",17.20%,1.11,495.15,48,10.32,10.74%,< 10%,10.31%
ZRealEstate.com,163-774-8531,Feb-24,USD,264,"1,403",18.82%,1.14,300.04,26,11.54,9.85%,16.80%,8.24%
207Prime.com,795-116-0021,Mar-24,USD,744,"4,895",15.20%,1.34,999.13,56,17.84,7.53%,10.46%,15.35%
305RealtyPro.com,735-614-3033,Mar-24,USD,411,"3,006",13.67%,0.73,299.48,42,7.13,10.22%,< 10%,10.98%
386RealEstate.com,252-922-7156,Mar-24,USD,"1,664","9,447",17.61%,0.71,1182.27,165,7.17,9.92%,13.20%,11.77%
85086RealEstate.com,650-521-0360,Mar-24,USD,626,"7,276",8.60%,0.8,500.08,33,15.15,5.27%,< 10%,8.94%
877CallNick.com,187-634-1182,Mar-24,USD,212,"3,027",7.00%,1.18,249.4,23,10.84,10.85%,10.54%,10.20%
901HomeSales.com (DO NOT USE),612-363-9948,Mar-24,USD,632,"6,075",10.40%,0.79,499.55,64,7.81,10.13%,< 10%,8.42%
97Park.com,684-668-1739,Mar-24,USD,378,"2,475",15.27%,1.19,450.13,41,10.98,10.85%,< 10%,9.90%
AbeAlhakim.com (DO NOT USE!),283-357-8937,Mar-24,USD,937,"9,665",9.69%,0.38,356.78,75,4.76,8.00%,< 10%,22.35%
ActivSellsAZ.com,754-094-1280,Mar-24,USD,543,"4,267",12.73%,1.1,599.87,49,12.24,9.02%,< 10%,7.19%
AddressesInParadise.com,494-588-5484,Mar-24,USD,238,"1,252",19.01%,0.97,229.99,20,11.5,8.40%,< 10%,7.65%
AffinityRealEstate.ca,389-282-3346,Mar-24,USD,"2,042","16,685",12.24%,0.98,1999.36,147,13.6,7.20%,< 10%,7.12%
AlchemyRealEstate.com,589-758-0601,Mar-24,USD,"1,005","9,660",10.40%,1.19,1199.68,76,15.79,7.56%,< 10%,7.19%
"AlexCowie.com (DO NOT USE, USD)",675-808-8729,Mar-24,USD,618,"4,550",13.58%,1.05,649.41,55,11.81,8.90%,< 10%,10.03%
AlexRichland.com,362-724-3927,Mar-24,USD,174,"1,253",13.89%,1.43,249.34,11,22.67,6.32%,19.15%,16.75%
AlfredRobbins.com,872-530-0013,Mar-24,USD,"6,048","22,202",27.24%,1.49,8999.84,544,16.54,8.99%,12.32%,10.55%
AlicePierce.com (Do not use),193-476-1552,Mar-24,USD,248,"10,033",2.47%,1.01,249.74,14,17.84,5.65%,< 10%,19.77%
AliciaAndCompany.com,483-306-2466,Mar-24,USD,270,"1,484",18.19%,1.11,300.03,32,9.38,11.85%,< 10%,7.53%
AllAzHouses.com,183-208-0476,Mar-24,USD,241,"1,627",14.81%,1.04,249.88,19,13.15,7.88%,< 10%,7.94%
AMWre.com,944-314-6282,Mar-24,USD,394,"3,377",11.67%,1.27,499.34,37,13.5,9.39%,< 10%,7.54%
AmysGuarantee.com / StarkSummitHomes.com,702-836-8901,Mar-24,USD,233,"10,692",2.18%,1.06,247.46,22,11.25,9.44%,< 10%,15.22%
AmySold.com,522-613-9244,Mar-24,USD,782,"8,573",9.12%,0.96,749.64,84,8.92,10.74%,< 10%,3.83%
AndrewFinneyTeam.com,485-263-2913,Mar-24,USD,874,"9,985",8.75%,1.14,999.52,65,15.38,7.44%,< 10%,7.20%
AndrewsGroupOhio.Com,787-315-8331,Mar-24,USD,663,"3,753",17.67%,1.49,987.78,66,14.97,9.95%,18.97%,6.25%
AndyAdell.com,629-600-7080,Mar-24,USD,331,"4,292",7.71%,0.91,300.04,31,9.68,9.37%,< 10%,7.82%
AnthonyGucciardo.com,606-304-0346,Mar-24,USD,325,"3,673",8.85%,1.57,509.7,36,14.16,11.08%,< 10%,16.75%
ArrtofRealEstate.com,369-508-1078,Mar-24,USD,"1,091","8,860",12.31%,0.98,1066.73,85,12.55,7.79%,< 10%,7.38%
AscendRealty.net / FrybargerHomes.com,995-081-6209,Mar-24,USD,446,"4,061",10.98%,1.12,500.23,44,11.37,9.87%,< 10%,8.48%
AtHomeInYuma.com,904-173-9670,Mar-24,USD,"1,480","22,554",6.56%,1.01,1498.97,126,11.9,8.51%,20.79%,8.04%
AtlantaHomesToday.com,634-143-8850,Mar-24,USD,"1,289","15,949",8.08%,1.16,1498.56,114,13.15,8.84%,< 10%,6.04%
AtlantaHomewise.com,409-646-4913,Mar-24,USD,170,"1,708",9.95%,0.88,149.1,14,10.65,8.24%,< 10%,8.85%
AtlantaLuxuryHomes.com,940-625-8394,Mar-24,USD,942,"9,466",9.95%,1.06,998.04,97,10.29,10.30%,< 10%,10.26%
AucticInvestGroup.com,945-188-1468,Mar-24,CAD,553,"6,227",8.88%,0.72,399.66,32,12.49,5.79%,< 10%,7.88%
AudreyandAniHomes.com / ATeamIntero.com,478-711-3790,Mar-24,USD,373,"2,168",17.20%,1.61,600.04,34,17.65,9.12%,< 10%,8.58%
Ave-Properties.com,720-066-4160,Mar-24,USD,595,"5,033",11.82%,1.34,799.77,43,18.6,7.23%,< 10%,7.34%
Aweighrealestatevb.com / AweighRealEstate.com,860-605-8494,Mar-24,USD,389,"3,940",9.87%,1.14,443.74,26,17.07,6.68%,< 10%,11.70%
AZHomesToday.com,724-744-0276,Mar-24,USD,"1,212","9,090",13.33%,1.29,1562.02,112,13.95,9.24%,13.35%,8.46%
AZRealEstateInfo.com,812-679-6139,Mar-24,USD,525,"5,892",8.91%,0.95,499.53,40,12.49,7.62%,< 10%,11.18%
BallouRealEstate.com,941-606-8696,Mar-24,USD,353,"3,724",9.48%,0.89,314.29,29,10.84,8.22%,< 10%,8.04%
Barker Hedges Group,462-376-3560,Mar-24,USD,"2,091","17,534",11.93%,1.43,2999.87,204,14.71,9.76%,10.98%,6.60%
BarrieAreaHomeSearcher.com,810-083-2054,Mar-24,CAD,893,"8,473",10.54%,0.67,599.78,53,11.32,5.94%,10.19%,13.64%
BeachLoopRealty.com,369-337-0391,Mar-24,USD,390,"2,164",18.02%,0.77,299.91,40,7.5,10.26%,14.66%,13.60%
BeachResortRealEstate.com,571-482-6870,Mar-24,USD,527,"3,122",16.88%,0.95,500.02,52,9.62,9.87%,17.19%,13.67%
BeckyGarcia.com,971-857-2745,Mar-24,USD,"1,848","14,912",12.39%,1.08,2000.27,142,14.09,7.68%,< 10%,6.06%
BellinghamListings.com,960-360-2164,Mar-24,USD,"1,000","11,738",8.52%,0.8,799.1,80,9.99,8.00%,13.64%,28.71%
BestHomesOrangeCounty.com,612-811-1127,Mar-24,USD,543,"4,706",11.54%,0.92,500.07,37,13.52,6.81%,< 10%,3.35%
BestSoCalHomeFinder.com,780-286-4446,Mar-24,USD,"1,140","12,187",9.35%,0.88,999.47,97,10.3,8.51%,< 10%,3.21%
BethHowardHomes.com / BethHoward.com,732-092-3342,Mar-24,USD,299,"3,488",8.57%,0.83,249.63,44,5.67,14.72%,11.46%,13.93%
BlackDiamondMontana.com,559-411-2800,Mar-24,USD,416,"7,204",5.77%,0.92,384.16,34,11.3,8.17%,< 10%,14.11%
BlueChipNashville.com,573-734-9498,Mar-24,USD,399,"3,549",11.24%,1.16,462.72,21,22.03,5.26%,< 10%,24.52%
BluefieldGroup.com,233-669-9800,Mar-24,USD,133,"1,542",8.63%,0.79,105.21,19,5.54,14.29%,< 10%,11.43%
BlueprintREA.com,367-967-2764,Mar-24,USD,634,"4,231",14.98%,0.78,495.28,49,10.11,7.73%,< 10%,7.56%
BlueSkyRealtyPartners.com / East-Tenn.com,317-830-5752,Mar-24,USD,894,"7,392",12.09%,1.12,999.56,97,10.3,10.85%,< 10%,5.34%
BobbiandTeam.com,832-559-1021,Mar-24,USD,247,"1,507",16.39%,1.21,298.59,22,13.57,8.91%,< 10%,6.11%
BocaRatonAreaHomesForSale.com,957-207-9993,Mar-24,USD,878,"8,796",9.98%,0.91,799.63,100,8,11.39%,< 10%,6.75%
BozemanBigSkyHomes.com,446-607-6560,Mar-24,USD,542,"12,688",4.27%,0.92,498.54,34,14.66,6.27%,10.70%,11.85%
BradfordUdouj.com,346-518-9072,Mar-24,USD,265,"5,385",4.92%,0.75,200.03,17,11.77,6.42%,19.74%,13.71%
BrendaAllenGroup.com,672-653-0649,Mar-24,USD,859,"6,778",12.67%,1.16,999.3,65,15.37,7.57%,< 10%,10.63%
Brightcityrealestate.com / BrightCityGroup.com,990-698-2974,Mar-24,USD,163,801,20.35%,1.52,248.23,12,20.69,7.36%,< 10%,10.72%
BritenTeam.com,813-107-2850,Mar-24,USD,820,"3,706",22.13%,1.46,1199.5,63,19.04,7.68%,< 10%,8.72%
BryceSchumacher.com,958-069-1841,Mar-24,USD,499,"4,489",11.12%,1.79,894.54,29,30.85,5.81%,12.08%,9.79%
BucksProperties.com,802-865-9248,Mar-24,USD,489,"2,218",22.05%,1.02,499.64,40,12.49,8.18%,10.92%,12.08%
BuddyBlake.com / WilmingtonHomeBuyer.com,793-641-1931,Mar-24,USD,778,"17,835",4.36%,1.28,999.27,102,9.8,13.11%,< 10%,11.81%
BurlingtonHamiltonRealEstate.ca,696-988-4835,Mar-24,CAD,"2,015","18,935",10.64%,0.74,1499.93,122,12.29,6.05%,< 10%,8.70%
BuyAndSellSouthFlorida.com,808-447-3390,Mar-24,USD,460,"2,766",16.63%,0.87,399.72,51,7.84,11.09%,< 10%,8.07%
BuyingHomes.ca,724-984-5495,Mar-24,USD,131,956,13.70%,0.77,100.67,13,7.74,9.92%,< 10%,10.68%
BuyingInBarrie.ca,774-519-3670,Mar-24,CAD,728,"5,804",12.54%,0.69,500,66,7.58,9.07%,< 10%,9.83%
BuyLakewoodRanch.com,302-017-9344,Mar-24,USD,"1,153","9,315",12.38%,1.3,1499.72,120,12.5,10.41%,< 10%,8.17%
BuyLasCruces.com,427-241-9707,Mar-24,USD,502,"13,053",3.85%,1,500.01,57,8.77,11.35%,16.19%,12.52%
BuyNovaRealEstate.com,521-072-2403,Mar-24,USD,310,"2,686",11.54%,1.61,500.07,26,19.23,8.39%,< 10%,5.61%
BuyOrSellLA.com,631-410-5056,Mar-24,USD,535,"5,001",10.70%,0.93,500.08,57,8.77,10.65%,< 10%,8.96%
BuyOrSellVegas.com,255-236-3611,Mar-24,USD,535,"4,198",12.74%,1.31,699.71,71,9.86,13.27%,< 10%,8.09%
BuyRealEstateInVegas.com,317-215-3274,Mar-24,USD,261,"2,860",9.13%,1.15,299.86,22,13.63,8.43%,< 10%,8.67%
BuySellHomesManhattanKS.com,639-598-4829,Mar-24,USD,308,"3,253",9.47%,0.97,299.83,30,9.99,9.74%,12.82%,15.66%
BuyWithLuker.com,618-439-0690,Mar-24,USD,419,"6,757",6.20%,1.19,499.78,39,12.81,9.31%,< 10%,9.89%
BuyYegHomes.com,317-426-6974,Mar-24,USD,"3,703","24,355",15.20%,0.61,2249.9,305,7.38,8.24%,26.42%,6.69%
C21IntegraFlorida.com / C21Integra.com,240-374-4835,Mar-24,USD,602,"4,713",12.77%,0.83,499.97,53,9.43,8.80%,< 10%,10.58%
C21NE.com,586-433-8178,Mar-24,USD,583,"5,550",10.50%,0.86,499.9,69,7.24,11.84%,< 10%,10.05%
CainRealtyGroup.com / TheCainTeam.com / CainSellsAustin.com,179-775-4570,Mar-24,USD,609,"4,439",13.72%,2.45,1491.25,65,22.94,10.67%,11.56%,8.50%
CalgaryCityListings.com (DO NOT USE),322-468-2992,Mar-24,USD,691,"6,927",9.98%,0.61,421.32,86,4.9,12.45%,< 10%,13.98%
CalgaryHomeGirls.com,523-336-2433,Mar-24,USD,"3,039","25,596",11.87%,0.82,2499.77,312,8.01,10.27%,< 10%,9.81%
CalgaryHouseFinder.ca,719-541-6778,Mar-24,CAD,"10,480","98,073",10.69%,0.81,8500.22,"1,020.13",8.33,9.73%,13.59%,10.86%
CalgaryListings.com,891-947-8637,Mar-24,USD,946,"12,575",7.52%,0.53,500.08,70,7.14,7.40%,< 10%,11.11%
CaliforniaDeltaRealEstate.com / PhilippeTourvilleTeam.Com,728-422-3711,Mar-24,USD,741,"8,039",9.22%,1.13,839.74,60,14,8.10%,11.02%,8.66%
CallisonGroupIdaho.com,103-026-1625,Mar-24,USD,"1,673","16,039",10.43%,1.49,2496.44,107,23.33,6.40%,10.54%,5.69%
CapsHomesNWI.com,102-988-8823,Mar-24,USD,557,"9,415",5.92%,0.91,509.36,64,7.96,11.49%,< 10%,7.46%
CapToCoastNC.com,452-812-5821,Mar-24,USD,"1,201","18,690",6.43%,0.83,1000.07,103,9.71,8.58%,< 10%,7.92%
CasalsRealtors.com,459-436-6693,Mar-24,USD,863,"4,685",18.42%,1.88,1622.78,67,24.22,7.76%,14.05%,9.00%
CassieSpearsTeam.com,111-228-4201,Mar-24,USD,589,"2,708",21.75%,0.85,499.98,72,6.94,12.22%,< 10%,9.12%
CastleTeam.com,596-322-5343,Mar-24,USD,394,"3,039",12.96%,1.27,500.03,43,11.63,10.91%,13.02%,11.58%
CedarcrestNJ.com,345-134-4690,Mar-24,USD,347,"7,042",4.93%,1.69,587.03,22,26.68,6.34%,18.55%,9.68%
CentralFloridaHomeNavigator.com / OrlandoHomeNavigator.com,165-348-0376,Mar-24,USD,"1,255","8,015",15.66%,0.8,999.85,141,7.09,11.24%,< 10%,8.11%
CentralOhio-RealEstate.com,856-781-1425,Mar-24,USD,195,"1,616",12.07%,1.06,205.73,19,10.83,9.74%,< 10%,11.70%
CentralTexasHomes.co,679-046-3776,Mar-24,USD,"1,931","20,573",9.39%,1.04,1999.19,212,9.43,10.98%,17.38%,8.27%
Century21ActionPlusRealty.com,243-543-3539,Mar-24,USD,"2,590","30,374",8.53%,1.35,3492.87,219,15.95,8.46%,22.73%,8.31%
Century21IntegraTexas.com (DO NOT USE),927-958-1399,Mar-24,USD,538,"4,662",11.54%,0.93,500.04,41,12.2,7.62%,< 10%,9.44%
ChadAndSandy.com / TheNeumannTeam.com,680-632-8146,Mar-24,USD,"1,721","11,039",15.59%,1.51,2599.33,180,14.44,10.46%,12.02%,10.55%
Chain-Realty.com / IndyChainRealty.com / ChainRealtyGroup.com,543-333-3497,Mar-24,USD,"1,529","15,030",10.17%,1.23,1880.6,165,11.4,10.79%,< 10%,12.76%
ChanceCaseyGroup.com,463-657-7195,Mar-24,USD,"1,814","23,551",7.70%,1.3,2365.2,144,16.43,7.94%,< 10%,14.51%
CharlestonAreaHomes.com / SearchMountPleasantHomes.com,966-393-3239,Mar-24,USD,"1,751","7,271",24.08%,1.78,3118.59,199,15.67,11.36%,11.29%,7.10%
ChicagosPropertyShop.com,608-072-8005,Mar-24,USD,"3,269","32,542",10.05%,1.54,5040.05,314,16.05,9.61%,22.40%,13.55%
ChristiHillTeam.com,992-438-0950,Mar-24,USD,"1,007","10,289",9.79%,0.99,999.42,86,11.62,8.54%,< 10%,6.60%
CincyHomeFinders.com,190-710-7366,Mar-24,USD,493,"4,012",12.29%,1.26,621.6,41,15.16,8.32%,16.44%,20.24%
CityAndFieldHomes.com / JoeWrightRealEstate.com,852-720-5091,Mar-24,USD,867,"13,706",6.33%,1.15,998.75,72,13.87,8.30%,10.97%,8.26%
CityNest.ca,924-586-2749,Mar-24,CAD,597,"4,148",14.39%,0.92,549.86,61,9.01,10.22%,< 10%,9.57%
CitySpacesDFW.com,728-686-2021,Mar-24,USD,334,"2,978",11.22%,0.75,249.39,40,6.23,11.98%,< 10%,5.41%
ClearViewEP.com,706-970-8315,Mar-24,USD,651,"5,566",11.70%,2.14,1395.97,76,18.37,11.67%,< 10%,10.51%
Click-RealEstate.com,334-095-4976,Mar-24,USD,406,"2,686",15.12%,1.23,499.64,39,12.81,9.61%,12.99%,9.68%
CloseWithTheBest.com,370-752-4497,Mar-24,USD,489,"10,542",4.64%,1.02,500.07,45,11.11,9.20%,< 10%,6.04%
CoastalLifeDelmarva.com,936-913-5707,Mar-24,USD,563,"8,962",6.28%,0.7,394.92,56,7.05,9.95%,< 10%,6.07%
CoastalNeighborhoods.com,533-492-7499,Mar-24,USD,"1,096","11,422",9.60%,0.91,995.86,61,16.33,5.57%,< 10%,8.62%
CoastalPalmsRealty.com,745-139-7780,Mar-24,USD,339,"2,802",12.10%,0.88,299.62,32,9.36,9.44%,< 10%,9.07%
CoastHomeNC.com,921-810-0676,Mar-24,USD,340,"1,840",18.48%,0.73,249.83,36,6.94,10.59%,10.49%,9.38%
CoastHomesMS.com,394-624-8780,Mar-24,USD,821,"8,754",9.38%,0.73,599.79,102,5.88,12.42%,< 10%,7.52%
ColoradoDreamHouse.com,454-837-8196,Mar-24,USD,393,"3,028",12.98%,1.27,499.21,31,16.1,7.89%,12.52%,11.58%
ColoradoNewRealEstate.com,129-834-6176,Mar-24,USD,456,"3,626",12.58%,1.1,499.76,40,12.49,8.77%,16.54%,8.47%
CondosAndHomesOceanCity.com,362-174-4074,Mar-24,USD,"1,156","10,449",11.06%,0.86,993.81,114,8.72,9.86%,15.06%,12.23%
CorrieLuxuryHomes.com,953-860-1390,Mar-24,USD,389,"3,545",10.97%,1.54,599.79,27,22.21,6.94%,18.69%,12.12%
CraigRosenfeld.com,817-814-1348,Mar-24,USD,389,"1,924",20.22%,1.29,499.95,33,15.15,8.48%,< 10%,5.38%
Criterion-RealEstate.com,275-354-3354,Mar-24,USD,140,881,15.89%,1.72,240.36,15,16.02,10.71%,12.48%,26.19%
CSpringsLiving.com,825-653-6166,Mar-24,USD,225,"1,692",13.30%,1.11,249.01,26,9.58,11.56%,< 10%,16.58%
CurranGrp.com,495-452-1600,Mar-24,USD,388,"5,444",7.13%,1.29,499.54,23,21.72,5.93%,< 10%,7.71%
DallasHomesFinder.com,818-675-0092,Mar-24,USD,272,"2,042",13.32%,1.1,299.57,27,11.1,9.93%,< 10%,9.49%
DanielMedina.ca,796-254-7937,Mar-24,CAD,901,"7,737",11.65%,0.56,500.09,50,10,5.55%,< 10%,3.58%
DavidGarciaTeam.com (new),793-943-7946,Mar-24,USD,725,"8,514",8.52%,0.83,599.61,73,8.21,10.07%,< 10%,5.42%
DawkinsResidential.com,740-131-9243,Mar-24,USD,387,"2,650",14.60%,1.42,549.14,44,12.48,11.37%,< 10%,10.60%
DawnWalton.com,187-130-5472,Mar-24,USD,"1,125","9,580",11.74%,0.89,996.88,68,14.66,6.04%,14.62%,9.04%
